business_id,name,address,latitude,longitude,stars,cat_1,cat_2,cat_3,drink,value,food,service,review_count,zip_code
agH--1cTHcj-rduHmnAJgQ,Zushi Sushi & Ramen,"1263 S Laclede Station Rd, Webster Groves, MO 63119",38.568629,-90.3410842,4.5,Ramen,Sushi Bars,Japanese,,,,,14,63119
_iUlEsWFSQrvujrIssuMNQ,Wawa,"10 Davisville Rd, Warminster, PA 18974",40.1716181,-75.0711986,3.0,Sandwiches,Grocery,Food,,,,,5,18974
TMKTimDnvmKb5Vdf1bhZnw,Hooters,"6426 E 82nd St, Indianapolis, IN 46250",39.906536511,-86.0560682684,2.0,Bars,Chicken Wings,American (Traditional),,,,,89,46250
8OsJS6ESlUZWf1OYV2P_ZA,"Jordan's Fish, Chicken & Gyros","3633 S Keystone Ave, Indianapolis, IN 46227",39.7134402518,-86.1200539023,2.5,Chicken Shop,Fish & Chips,,,,,,8,46227
6K63iSQIqzDCSZ7wBsXCQQ,Precious Kitchen,"801 Prospect St, Trenton, NJ 08638",40.2340498,-74.7727714,3.5,African,,,,,,,13,8638
SybWgZ_qUaUmlmB97_Ia2A,Sakura Sushi,"3210 E Chinden Blvd, Ste 138, Eagle, ID 83616",43.663463,-116.351987,3.5,Sushi Bars,,,,,,,87,83616
IDyJPdJ-zTXJ_FSSOMOgbg,Taco's To Go,"794 Linden Ave, Carpinteria, CA 93013",34.3973934,-119.5199812,4.0,Mexican,Food,Beer,,,,,84,93013
WQzQvusL15qZMxKlQq4CDA,Point Breakfast Restaurant,"1438 Point Breeze Ave, Philadelphia, PA 19146",39.9337388,-75.1805413,4.0,Diners,Breakfast & Brunch,,,,,,9,19146
61WfILSR1C9n7jjRnIZehQ,Suki Hana,"2223 N West Shore Blvd, FC 205, Tampa, FL 33607",27.964968,-82.521014,2.0,Japanese,,,,,,,12,33607
siN5JEv_AQj037pwcN32pg,Jerk Soul,"3108 Cherokee St, St. Louis, MO 63118",38.5943346,-90.2350744,3.5,Caribbean,Caterers,Soul Food,,,,,93,63118
TywTBjUpo4J3TXvBtxG1MA,Chris's Pizza,"3971 Ford Rd, Philadelphia, PA 19131",39.9998548,-75.2089107,2.5,Pizza,,,,,,,38,19131
d8X3YfaxDcPM_CGJB1t5rw,Thai Fusion Kitchen,"1600 Macdade Blvd, Folsom, PA 19033",39.894593,-75.317566,4.5,Thai,Asian Fusion,,,,,,19,19033
m6ZcOrHJHYmIPhjgh8cycw,GreenHouse New Hope,"90 S Main St, New Hope, PA 18938",40.3613891889,-74.9501584098,3.5,Gluten-Free,Bars,Nightlife,,,,,139,18938
6MGjUKfnmOcCE-HPHToxyA,Chick-Fil-A,"1 Terminal Dr, Terminal C, Kenner, LA 70062",29.9954396475,-90.2543151907,2.5,Fast Food,,,,,,,19,70062
a_fp9I18WcbP86rQ4c_QZQ,Uzbekistan Restaurant,"12012 Bustleton Ave, Philadelphia, PA 19116",40.1226988,-75.0162309,4.0,Uzbek,Russian,Middle Eastern,14.310422003269200,17.812800407409700,9.39557534456253,7.807724714279180,282,19116
v92xgVl-BH_pQM486ea-9g,Greens and Grains,"1700 Sansom St, Philadelphia, PA 19103",39.9506387,-75.1691989,5.0,Vegan,,,,,,,14,19103
UiALq7G2d9w1S7fvZEv6TA,Twin Dragon,"1075 N Hills Blvd, Ste 200, Reno, NV 89506",39.60524,-119.841016,2.5,Chinese,,,,,,,101,89506
IMVf6UO6PY99_5ToHNOyyw,Wooden Spoon,"712 S Collins St, Plant City, FL 33563",28.00854,-82.12148,4.5,Seafood,Sandwiches,American (Traditional),,,,,10,33563
Je10gqBQIqSvYNS8XGrYnw,Chez Colette,"120 S 17th St, Philadelphia, PA 19103",39.9507208157,-75.1689343926,3.5,Hotels,Nightlife,Event Planning & Services,,,,,30,19103
GzOKM6vX_f7eG4jHMdkeDw,New Dragon Phoenix,"2828 Elm Hill Pike, Nashville, TN 37214",36.1487109,-86.6640204,3.0,Chinese,,,,,,,68,37214
MebTj2fKmOQOD9K1a4WfCQ,Little Caesars Pizza,"1601 Washington Ave, Alton, IL 62002",38.9012466,-90.1494354,1.5,Pizza,,,,,,,5,62002
RnMGVQpGRmEmJlI7Uewi4A,Taijiang Snackies,"106 N 10th St, Philadelphia, PA 19107",39.9538713,-75.1563263,4.5,Chinese,,,,,,,5,19107
yFT-j0IiN7thEt2Dirswbw,G&G Pizza Eatery,"6 S White Horse Pike, Somerdale, NJ 08083",39.8439281,-75.0173264,4.0,Pizza,Italian,Fast Food,,,,,30,8083
fGlCiSIh0BGB4_Yn8_1gpA,Nitza's Pizza,"80 Mckenney Ave, St Albert, AB T8N 2G4",53.64012,-113.6375,3.5,Pizza,,,,,,,27,T8N
kMWnmOpMoUk-ZSBtHuHnUg,El Paisano Taqueria y Pupuseria,"1901 Silverada Blvd, Sparks, NV 89432",39.546678475,-119.7845452099,4.0,Latin American,Mexican,Salvadoran,,,,,87,89432
9-VA_4nL0QfvhO8LMcBIfA,Michoacán Taqueria Raspados,"3235 N Flowing Wells Rd, Tucson, AZ 85705",32.2657811,-110.9954778,3.5,Food,Shaved Ice,Mexican,,,,,23,85705
dJdrSwotBmdU1Trkw3AE_g,2 Pickles,"111 Dick Buchanan St, La Vergne, TN 37086",36.0167666,-86.5573221,5.0,Sandwiches,,,,,,,7,37086
m_K5001QBKloP7FVnDyLUg,The Second Cup,"19 Bellerose Drive, St Albert, AB T8N 5E1",53.6462337088,-113.6225426746,4.0,Cafes,Food,,,,,,8,T8N
9UqcR1w5JMS7uuiI8d3gVQ,Cacia's Bakery - Cherry Hill,"2081 Old Marlton Pike E Rte 70, Cherry Hill, NJ 08003",39.896137,-74.9491325028,3.5,Pizza,Bakeries,Food,,,,,15,8003
xlEyP85qs0mNV2rspP4MgA,Leonardo's Pizza,"19 W Butler Ave, Chalfont, PA 18914",40.2857401174,-75.2085044235,4.0,Pizza,Italian,,,,,,21,18914
5uhG34VRsD0A6lOY8F41Dg,The Habit Burger Grill,"1370 Big Fish Dr, Sparks, NV 89434",39.5316985,-119.7175825,3.5,Burgers,American (New),Salad,,,,,199,89434
iuRf6DVjkS3UkPwHjEb6Wg,Indian Sizzler,"3651 Lancaster Ave, Philadelphia, PA 19104",39.9594605,-75.1949617,4.0,Indian,,,,,,,57,19104
YVU5cV62Wn6N36b_8o3_xA,Bamboo Chinese Restaurant,"678 W Cuthbert Blvd, Haddon Twp, NJ 08108",39.9005596366,-75.0636088344,2.0,Chinese,,,,,,,26,8108
8mwV72Ro56pN6nbqAojaKg,Chef Chun Chinese Restaurant,"415 Egg Harbor Rd, Ste 5, Sewell, NJ 08080",39.748495,-75.075915,3.5,Chinese,,,,,,,52,8080
U75BcfyoA1T29Zkkt7eI_w,Taqueria Viva Mexico,"1740 Drew St, Clearwater, FL 33755",27.9682547,-82.7652794,4.5,Mexican,,,,,,,15,33755
mVbYRFFdfdBSqEgau7Y1Hw,Popeyes Chicken & Biscuits,", Tampa, FL 33622",27.96,-82.53,2.5,Chicken Wings,,,,,,,6,33622
-2VYztMXVorktljCdQNPmQ,Mumbai Grill,"916 E Main St, Ste 203, Greenwood, IN 46143",39.6159838211,-86.0848239933,4.0,Food,Indian,Pakistani,,,,,149,46143
H_QJ-uXvcniXgUBB_0euCw,Mariscos El Gato,"4561 Gravois Ave, St Louis, MO 63116",38.584343,-90.263641,3.0,Seafood,New Mexican Cuisine,Mexican,,,,,115,63116
SNzMPnNJgzaCtDY_uhW4xg,Pastry Pantry Cafe,"2531 Paris Rd, Chalmette, LA 70043",29.9417728,-89.9635367,3.5,Seafood,Food,Cafes,,,,,17,70043
Z03QeLtc9PjlkSNqbdFdXw,Remedy Cafe,"10310 - 124 Street NW, Edmonton, AB T5N 1R2",53.54479102,-113.5361388567,4.0,Desserts,Indian,Food,,,,,82,T5N
IZZ7J14VnJGyUqYH1tgT6w,Satellite,"1117 State St, Santa Barbara, CA 93101",34.4226158,-119.7040291,4.5,Vegan,Tapas/Small Plates,Vegetarian,,,,,159,93101
jeiV-bDLPmo0AhBZGF8v4w,Leonardo's Mexican Food,"8431 N Michigan Rd, Indianapolis, IN 46268",39.9091159532,-86.2208670109,3.5,Salad,Breakfast & Brunch,Latin American,,,,,199,46268
688sqo63oc2y535vI2UbhQ,Pho Cali Vietnamese Restaurant,"1000 Arch St, Philadelphia, PA 19107",39.9533132,-75.1565235,3.5,Vietnamese,,,8.904198676347730,11.781809508800500,7.657039642333980,3.862348258495330,319,19107
TcNZXteosegb1RO4O5hREw,Parkway Bakery & Tavern,"538 Hagan Ave, New Orleans, LA 70119",29.9736823589,-90.0902080718,4.5,Sandwiches,Seafood,Food,11.338990986347200,15.497595638036700,13.883716374635700,15.22596910595890,2160,70119
ll_KcGohNdnAKhdeFLiCUg,Pizza Hut,"1013 Crossroads Pl, High Ridge, MO 63049",38.4639101,-90.52863,2.5,Pizza,Italian,Chicken Wings,,,,,5,63049
FFaf8mspfggNqmKAdk6tQQ,Turbo Thai ,"1439 Vine St, Philadelphia, PA 19102",39.958432,-75.1638358,4.5,Thai,,,,,,,28,19102
K-YkmLFOeFe9mL4-XSvagA,Spartan Van Lines,"2120 Sunnydale Blvd, Ste B, Clearwater, FL 33765",27.987272,-82.749688,1.5,Home Organization,Movers,Pizza,,,,,17,33765
3NaU6uRlb2owXc3oV0G25w,Outback Steakhouse,"701 Byers Dr, Concord Township, PA 19342",39.8843655347,-75.5296319124,3.0,Steakhouses,,,,,,,80,19342
xqZ1uuzDwylGrRX9LiR-ig,Joe's Pancake House,"2532 S Kolb Rd, Tucson, AZ 85710",32.1935863,-110.8415021,3.5,Breakfast & Brunch,Diners,American (Traditional),,,,,126,85710
XYFu64UPMMfoOlGTz3J4fw,Viva Burrito,"2060 W River Rd, Tucson, AZ 85704",32.306423,-111.0114147,1.5,Mexican,,,,,,,104,85704
W7zbwJQOKfNEXH16ShqbIw,Waffle House,"2727 McGavock Pike, Nashville, TN 37214",36.2160597,-86.6887141,3.0,Diners,American (Traditional),American (New),,,,,69,37214
QfntRgLd_fR0krYYZWbeLg,Mariposa,"1701 S Lindbergh Blvd, Ste 101, Blvd, MO 63131",38.629199,-90.407426,4.5,American (New),Coffee & Tea,Breakfast & Brunch,,,,,31,63131
y_X45leknvax2HRLutkt_g,Checkers,"4909 Ulmerton Rd, Clearwater, FL 33760",27.8944177,-82.7008625,2.5,Burgers,Fast Food,,,,,,15,33760
6POxtHV_ZIpCJKBd3u_efA,Sakura Japanese Cuisine,"7079 Hwy 70 S, Nashville, TN 37221",36.073351143,-86.9189490255,4.5,Seafood,Sushi Bars,Japanese,,,,,114,37221
xbpDPq38Y2bcirj_caleBA,La Casita,"101 W Shell Point Rd, Ruskin, FL 33570",27.7209356,-82.4354424,4.0,Mexican,,,,,,,20,33570
ISijWeb3TndvQRQwjHleMw,Pagano's,"1216 W Township Line Rd, Drexel Hill, PA 19026",39.9576783,-75.3195808,4.5,Italian,Delis,,,,,,111,19026
DBV7IgOZrrSCzeyNOPN2Ew,Bonchon West Chester,"124 East Market St, West Chester, PA 19382",39.960552,-75.60238,3.5,Korean,Chicken Wings,Asian Fusion,,,,,42,19382
6uDjRpAfvKIEWuI1auLpkg,Uncle Leo's Pizza,"9975 Lin Ferry Dr, Ste A, Saint Louis, MO 63123",38.5251356,-90.3513797,4.5,Pizza,Italian,Food,,,,,58,63123
HKcPS-srjU_4IlPBHZExZw,Le Peep Restaurant,"6335 Intech Commons Dr, Indianapolis, IN 46278",39.8798733,-86.2722784,3.0,American (Traditional),Breakfast & Brunch,,,,,,64,46278
z-G-WVOJoY8QVNfATkMxGw,Grimaldi's Pizzeria,"3573 E Longwing Ln, Ste 130, Meridian, ID 83646",43.621648,-116.349287,3.5,Pizza,,,,,,,239,83646
008FLyatMEsZzmmKALIgDg,Seis Kitchen,"1765 E River, Tucson, AZ 85718",32.288675,-110.946058,4.0,Mexican,Caterers,Event Planning & Services,10.51977676153180,10.553466647863400,18.74940264225010,16.41480427980420,360,85718
KlCZt0nRyXZB0kPZsC8-ng,Arena Bar,"5760 W Park Ave, Ste 200, Saint Louis, MO 63110",38.6258313,-90.2837827,4.5,Nightlife,American (Traditional),Bars,,,,,10,63110
aQKrWtcwvxN62nh-VmYDKg,Domino's Pizza,"130 W Main St, Ste 118, Trappe, PA 19426",40.184240379,-75.4462362001,1.5,Sandwiches,Chicken Wings,Pizza,,,,,30,19426
vd83b0BC5yLf4ey4g0G-5w,Wendy's,"1007 E. 86Th Street, Indianapolis, IN 46240",39.912195,-86.1400966,2.0,Fast Food,American (New),Burgers,,,,,33,46240
Nce9eq14zcxENp6UCi5a7g,Hector's Mexican Food,"3120 E Hillsborough Ave, Tampa, FL 33610",27.995775,-82.42476,4.0,American (Traditional),,,,,,,17,33610
EAJuEwjnR20epeASxXAC7A,Imo's Pizza,"6823 Parker Rd, Saint Louis, MO 63138",38.7974723213,-90.2324859253,2.0,Pizza,,,,,,,16,63138
zobY3ws9R2pgbcP0gOImcg,Good Morning Mama's,"1001 E 54th St, Indianapolis, IN 46220",39.850789,-86.141332,4.0,Breakfast & Brunch,,,18.429161876440000,21.511586725711800,18.21361145377160,16.173890322446800,544,46220
5pLVCtrVQiGzMsTVWaf-3Q,A & S Pizza & Pasta,"1501 Edgely Rd, Levittown, PA 19057",40.1291461,-74.8352008,4.5,Pizza,,,,,,,28,19057
hAVlN3CV9x4fKGiRry-gpQ,Papa John's Pizza,"10537 E. Washington St, Ste G, Indianapolis, IN 46229",39.7742421369,-85.9796396239,3.5,Pizza,,,,,,,9,46229
yy6suHtRjIg3RwsNt5vstA,Sandpiper Golf Club,"7925 Hollister Ave, Goleta, CA 93117",34.4307328982,-119.9072168552,3.5,American (Traditional),Active Life,Golf,,,,,85,93117
SrTVD1__pOZAmYil__Z3nw,Olive Garden Italian Restaurant,"3552 Pennridge Dr, Bridgeton, MO 63044",38.758137,-90.4352515,3.0,Italian,Salad,Soup,,,,,92,63044
J7hdBgjfr4a9DnputJjkhA,Tampa Bay Food Tours,"8710 W Hillsborough Ave, Tampa, FL 33615",27.9961256,-82.5827766,5.0,Breweries,Food,Tours,,,,,23,33615
-RIsIJJw3cx98ba8BiWI6Q,LongHorn Steakhouse,"355 Pleasant Grove Rd, Mount Juliet, TN 37122",36.1762608084,-86.5135848745,3.5,Steakhouses,Barbeque,American (Traditional),,,,,56,37122
LTfdnyhe7ikrnXK5ysJAYQ,McAlister's Deli,"6020 East 82nd St, Ste 1500, Indianapolis, IN 46250",39.9074828954,-86.0660138555,3.0,Salad,Sandwiches,Delis,,,,,46,46250
9EP8PpVI4SOj7HKjGLPsTw,Irie Bay Jamaican Cuisine,"10035 E Adamo Dr, Brandon, FL 33619",27.9429125,-82.3364006,3.0,Caribbean,,,,,,,42,33619
cRqaTrYHI0RXK6p2qjGnkw,MOD Pizza,"18767 S Nogales Hwy, Ste 105, Sahuarita, AZ 85614",31.9089400391,-110.9818337458,4.0,Pizza,Fast Food,,,,,,91,85614
bEvYO7soZTGTeZqpNw8KRg,Burger King,"2795 S Rte 73, Maple Shade, NJ 08052",39.9368523347,-74.9696785,1.5,Fast Food,Burgers,,,,,,13,8052
DRtI59XyJHpolvr2WX8J2Q,Central Bar + Kitchen,"2555 West End Ave, Nashville, TN 37203",36.1454421489,-86.8094950706,4.0,American (Traditional),,,,,,,8,37203
nzbSGUyv56tGGz0DvXqWXw,Freshii,"10322 Jasper Ave, Edmonton, AB T5J 1Y7",53.5410249704,-113.4981085779,3.5,Ice Cream & Frozen Yogurt,Food,Fast Food,,,,,21,T5J
SNyokPrViMBVOqRNWnAwSA,Jason's Mexican Food,"2400 N Pantano Rd, Tucson, AZ 85715",32.251237,-110.82337,3.5,Food,Mexican,,,,,,90,85715
t-abv5g6bjbYwLerN_4VKw,Samurai,"3912 N Oracle Rd, Ste 100, Tucson, AZ 85705",32.2782616,-110.977255,4.0,Japanese,Sushi Bars,,,,,,187,85705
DUH0qc16z5NDcSSBXLEO4Q,Wolf's Superior Sandwiches,"4417 Pennell Rd, Aston, PA 19014",39.8576095536,-75.427062884,3.5,Hot Dogs,Pizza,Sandwiches,,,,,82,19014
2Sgt5ekJ7F785czScIZEYg,Piccola Gelateria,"4500 Magazine St, Ste 5, New Orleans, LA 70115",29.9203903547,-90.1027833088,4.5,Gelato,Food,Desserts,,,,,229,70115
Kt7jsrE-KmcW30IS2aNpeA,"Chicago's Pizza With A Twist - Reno, NV","2900 Clear Acre Ln, Reno, NV 89512",39.5580721106,-119.7909123684,4.5,Pizza,Gluten-Free,Vegan,,,,,143,89512
nUreSQ479-VZTnRUfQ25NQ,China Wok,"9546 Allisonville Rd, Ste 135, Indianapolis, IN 46250",39.9257539,-86.0692487,4.0,Chinese,,,,,,,35,46250
KTR4RAO6WsQBKferwFXbAA,Chipotle Mexican Grill,"5144 Mae Anne Ave, Ste A, Reno, NV 89523",39.5322903,-119.865376,2.5,Fast Food,Mexican,Bars,,,,,80,89523
iKFv7w76PpmfqAmoQW4CsA,Peavine Taphouse Eats And Beats,"7665 Town Square Ln, Ste 101, Reno, NV 89523",39.531879,-119.913281,4.0,American (Traditional),Nightlife,Pizza,,,,,104,89523
B3_TPIYuvC-zqTP7M6SNLg,Papa John's Pizza,"830 Nissan Drive, Suite 100, Smyrna, TN 37167",35.9692514,-86.4950123,2.5,Pizza,,,,,,,11,37167
ZbBLdIlFsbVnbQoLUwmkEw,Jamils Cafe On Wheels,"7135 Germantown Ave, Philadelphia, PA 19119",40.0593836661,-75.1902470411,5.0,Food,Food Trucks,Soul Food,,,,,6,19119
2MZRpN_BaKxsQwkknCk8aA,New Wong House,"4503 N Broad St, Philadelphia, PA 19140",40.0215945644,-75.1482826266,4.5,Chinese,Asian Fusion,,,,,,6,19140
GHkHnbqyFyY5l2-3PwfOqg,Jimmy John's,"2624 Lake Circle Ln, Indianapolis, IN 46268",39.91333,-86.2062601,2.0,Fast Food,Sandwiches,Food Delivery Services,,,,,33,46268
JjLueawSSW__k1yxuJMpZQ,Taco Bell,"2921 E Busch Blvd, Tampa, FL 33612",28.032762,-82.426866,2.5,Breakfast & Brunch,Mexican,Tex-Mex,,,,,15,33612
WdS2zyg6lJNeTLMIvkmWAQ,Kumo Sushi & Asian Bistro,"99 Market St, Ste 1, Providence Town Ctr, Collegeville, PA 19426",40.167118,-75.478159,4.0,Sushi Bars,Asian Fusion,Japanese,,,,,252,19426
qgbOfiHT_-S74ci6wpZQIw,Zeppole Downtown Cafe,"217 N 8th St, Boise, ID 83702",43.6171,-116.202323,4.0,Bakeries,Sandwiches,Food,,,,,34,83702
ytWKeFnpXiFpSPF4cI0b2Q,Niko's Grill,"14100 Hicks Rd, Hudson, FL 34667",28.3617664,-82.6492422,4.0,Greek,American (New),,,,,,18,34667
3AFJwWG2OcGtRlJhhEbjKw,McDonald's,"920 E Fowler Ave, Tampa, FL 33612",28.0550656782,-82.450092161,1.5,Fast Food,Food,Burgers,,,,,26,33612
eti0xfFmsPjZ5mABM5nzgg,China Kitchen,"7425 N Lindbergh Blvd, Hazelwood, MO 63042",38.7852117,-90.3545555,3.5,Chinese,,,,,,,34,63042
zMBnxBz4txWqKZHsDCXPvw,Church's Chicken,"7980 E Broadway Blvd, Tucson, AZ 85710",32.2205679,-110.8212754,2.0,Fast Food,Chicken Shop,Breakfast & Brunch,,,,,23,85710
98UTW86e3lxxISQRjyMT7g,More Subs,"5736 75 Street NW, Edmonton, AB T6E 5X6",53.494613,-113.443881,5.0,Sandwiches,,,,,,,6,T6E
0p_Y0p9FBDycE99DhcGK-A,Tornetta's Pizzeria,"104 Wilson St, Pottstown, PA 19464",40.2608124213,-75.6436394485,4.0,Pizza,Italian,Salad,,,,,62,19464
zFjFImEtJJWttHNfydc0nA,TRUE,"118 8th Ave S, Fifth Fl, Nashville, TN 37203",36.1577545509,-86.7811575075,3.0,American (Traditional),Bars,Music Venues,,,,,10,37203
KrXTA30iqdvb7iNIYdFCVQ,Subway,"8840 N 56th St, Temple Terrace, FL 33617",28.0305735,-82.3938719464,2.0,Fast Food,Sandwiches,,,,,,11,33617
qzNMDrjffJGMa1TVgmdS0g,Nicely's Jamaican Kitchen,"301 W 4th St, Wilmington, DE 19801",39.741543,-75.5535780032,5.0,Seafood,Caribbean,,,,,,12,19801
PX3xJq76hHYTLZHf_htdxQ,Quattro Trattoria + Pizzeria,"811 Spruce St, Saint Louis, MO 63102",38.6238979,-90.1946522,3.0,Italian,,,,,,,12,63102
R0JUjyjGEzUlY3auVhY_tg,North Bowl,"909 N 2nd St, Philadelphia, PA 19123",39.9644125073,-75.1403277254,4.0,Vegan,Venues & Event Spaces,Active Life,11.449021995067600,12.878232419490800,10.750928938388800,4.266351401805880,484,19123
6WyvHRQ7ufNda7XFFGFw_Q,Taqueria Guadalajara Express,"520 S Union St, Kennett Square, PA 19348",39.8407847,-75.7107534,4.5,Mexican,,,,,,,21,19348
An_QUi1YfPUf5kXJEgZMeQ,Subway,"5480 E Speedway Blvd, Ste C102, Tucson, AZ 85712",32.2358284,-110.8758411777,3.0,Sandwiches,Fast Food,,,,,,18,85712
jJ4zZY2cZj6VRY5pUL6lIg,Baker Boss Cafe,"5694 Nolensville Pike, Nashville, TN 37211",36.0469533703,-86.7104372755,4.5,Vietnamese,Cafes,Food,,,,,60,37211
QtST1igZAi0q9LxJr6srIQ,Pearl's Oyster Bar,"51 N 12th St, Philadelphia, PA 19107",39.953298,-75.159071,4.0,Seafood,American (New),Live/Raw Food,9.577994048595430,13.498294830322300,11.566635847091700,13.13348913192750,298,19107
pWIO8FCZqnPxTwt7lURk8w,Smiley's Diner,"1025 Christiana Rd, Newark, DE 19713",39.6756882551,-75.6826522574,3.5,Diners,,,,,,,80,19713
waU0sq7ThK4uY-30YZ5h8Q,Steels Cafe & Grill,"10010 178 Street NW, Edmonton, AB T5S 1T3",53.5385472,-113.6291543,2.5,Breakfast & Brunch,Waffles,Cafes,,,,,8,T5S
zRWtPxp8lHfcGtIl15_iXA,Poke Loa,"939 Girod St, Unit 140, New Orleans, LA 70130",29.9480889454,-90.0742015433,4.0,Hawaiian,Food,Poke,,,,,37,70130
qJAWrsvNv74KYAoo6TAj0A,Long’s Bakery,"2301 E Southport Rd, Indianapolis, IN 46227",39.6648158379,-86.1216910383,4.5,Food,Bakeries,,,,,,256,46227
BZ66BWIrrNcQTqI9g_Musw,Luna Y Sol Mexican Restaurant,"61 E Main St, Moorestown, NJ 08057",39.9650578,-74.944327,4.0,Mexican,,,,,,,85,8057
NZDTAXWI_hiFWO_kqNLieg,Burger King,"2415 Thonotosassa Rd, Plant City, FL 33563",28.0241718,-82.1483535,2.0,Burgers,Fast Food,,,,,,5,33563
KxQca9d-9Rrn5STR_y9soQ,Positano Ristorante & Bar,"21 W Lancaster Ave, Ardmore, PA 19003",40.008494,-75.291994,2.5,Nightlife,Seafood,Italian,,,,,34,19003
PaR2isOWxfREi7KmzUNZfg,Cajun Seafood 2,"1091 Almonaster Ave, New Orleans, LA 70117",29.977436,-90.047348,3.5,Cajun/Creole,,,,,,,5,70117
Ty4hSF1jublRFJrN_Wutwg,KFC,"903 E Hanna Ave, Indianapolis, IN 46227",39.7078463284,-86.14478,1.5,Chicken Wings,Chicken Shop,Fast Food,,,,,10,46227
2TLYCPkyD9Kk-Z6HEnBzNA,Giant Food Store,"1121 Bethlehem Pike, Spring House, PA 19477",40.1902814,-75.2268484,1.5,Shopping,Bakeries,Grocery,,,,,13,19477
Q83JhbXmv7rtAtZs2QZ0sw,Med Cuisine,"1763 E Prince Rd, Tucson, AZ 85719",32.272507,-110.94566,4.5,Food,Middle Eastern,Desserts,,,,,79,85719
v0VomZVrgFANxHBmUzGk-g,Edera Italian Eatery,"48 Maryland Plaza, St Louis, MO 63108",38.644936,-90.2634154,4.0,Food,Italian,Pizza,,,,,67,63108
xG9Jy1ax7__d_jADfYCpaw,Sukey's China Restaurant,"730 E Edwardsville Rd, Wood River, IL 62095",38.8663796,-90.0847152,3.0,American (New),Chinese,,,,,,6,62095
XtP56x_qPkTVYL70p5Pkvg,Papa John's Pizza,"98 Gravois Bluffs Cir  Suite B, Fenton, MO 63026",38.5078677,-90.4452416,2.0,Pizza,,,,,,,9,63026
dWEd-EsWURYeGiJAdHvI7Q,Partake,"12431 102 Ave, Edmonton, AB T5N 0M2",53.542742,-113.5373364,4.5,Bars,Cocktail Bars,Nightlife,,,,,16,T5N
oHKDFtZMHGSAF48O5sny0Q,Papa John's Pizza,"1543 S Parsons Ave, Seffner, FL 33584",27.9830017,-82.2865483,3.0,Pizza,,,,,,,17,33584
sOpbk-KjEVVj4p0BpqaQEw,Peter Piper Pizza,"5925 E Broadway Blvd, Tucson, AZ 85711",32.2225667,-110.8660023,3.0,Arcades,Buffets,Pizza,,,,,50,85711
ZRb203peHsQKibqyKqZaGg,KC's Pastries,"109 N 10th St, Philadelphia, PA 19107",39.953863,-75.156041,4.0,Chinese,Bakeries,Ethnic Food,,,,,181,19107
VPuWZ4dj3ZvFuuaKh7Up3Q,Starbucks,"2671 East Main St, Plainfield, IN 46168",39.717905,-86.355736,3.0,Food,Bakeries,Coffee & Tea,,,,,38,46168
N4IFNpTn7kKfK9akJkerwQ,Gratzzi Italian Grille,"211 2nd St S, Saint Petersburg, FL 33701",27.7691918,-82.635785,4.0,Italian,,,10.342704594135300,10.528300881385800,10.413808584213300,17.37600088119510,494,33701
5KTQ_OfaVRAl4BC13rxE3Q,Teriyaki Madness,"1653 W Island Green, Ste 130, Meridian, ID 83646",43.6637401,-116.4144562,3.5,Gluten-Free,Asian Fusion,Japanese,,,,,29,83646
zgdGeg4L13C2Rbm4UARtHw,Island Sushi & Ramen,"8716 W Fairview Ave, Boise, ID 83704",43.619719,-116.290423,4.5,Desserts,Japanese,Ramen,15.619967937469500,18.765687942504900,22.618692338466600,24.6931626200676,313,83704
gWiUCJEcv1lnZtMT_d2p5A,Dunkin',"4676 E. Grant Rd, Tucson, AZ 85712",32.2502763,-110.8931279,3.0,Donuts,Food,Coffee & Tea,,,,,103,85712
mDVZrFs8DzKAQN96J0-z6g,Little Caesars Pizza,"1042 Loughborough Ave, Saint Louis, MO 63111",38.557627,-90.2622953,2.0,Pizza,,,,,,,11,63111
vRCFYXIQe780SjWBVc_nxw,Cole's Kitchen,"2201 Bandywood Dr, Nashville, TN 37215",36.1045528,-86.8165032,4.5,American (New),,,,,,,36,37215
M2h3vq8WeSiQAmyJtrPvbQ,Emeril's Delmonico,"1300 Saint Charles Ave, New Orleans, LA 70130",29.940252,-90.074216,4.0,American (New),Cajun/Creole,Bars,14.541455924511000,17.459676414728200,17.19119319319730,12.161609172821000,751,70130
TDce9fSwoN_jZ3nVuDy0iQ,97 Hot Pot,"10602 97 Street NW, Edmonton, AB T5H 2L6",53.550362,-113.4888101,4.0,Hot Pot,Chinese,,,,,,58,T5H
mYMR0TTL7S7V-QQgSMj6dg,Fast Taco's,"6154 Michigan Rd, Indianapolis, IN 46228",39.8675081,-86.2019647,3.5,Mexican,Food Trucks,Food,,,,,7,46228
ceOLiBDHKrc4flMXoGnfqQ,Bacco Italian Restaurant,"587 Dekalb Pike, North Wales, PA 19454",40.2184036511,-75.2472000407,3.5,Italian,,,,,,,213,19454
S27cRb1jq0Q7QUYqEp7VGA,Doughboys Donuts,"5115 Mae Anne Ave, Reno, NV 89523",39.534434,-119.86533,4.5,Donuts,Food,,,,,,267,89523
Fo19gF62uyOCbK98Op6V2A,Mr. Wings,"927 E Baltimore Ave, East Lansdowne, PA 19050",39.9412288,-75.25734,2.5,Chicken Wings,,,,,,,24,19050
NKX81o3-dT9a1YCFD7sivg,China Park,"11651 Boyette Rd, Riverview, FL 33569",27.8522826,-82.3045825,3.0,Chinese,,,,,,,27,33569
